chemical_name,cas_number,purity_grades_sold,certifications,primary_hub_id,primary_hub_label,secondary_hubs,sub_industry_tags_provisional,top_customers,customer_count_3yr,last_shipped_date,total_gp_3yr,total_revenue_3yr,transaction_count_3yr,hubspot_deal_count,hubspot_deal_total_usd,kelly_review_status,reviewer_group_status,source_systems,primary_pnum,all_pnums,pmast
"ZINC STEARATE, USP, -325 mesh, (Stearic Acid, Zinc Salt), Zn(C₁₈H₃₅O₂)₂",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Retractable Technologies, Inc.",1,2025-01-30,397.87,878.45,3,2,734.25,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024, Invoice 2025",12319,12319,12319
"YTTRIUM CHLORIDE, HEXAHYDRATE, 99.9% pure, -10 mesh, (Yttrium Trichloride, Hexahydrate), YCl₃.6H₂O",LOOKUP_NEEDED,99.9%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,SpaceX,1,2025-03-17,392.65,392.65,1,1,392.65,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",14848,14848,14848
"IRON (III) HYDROXIDE, 99.5% pure, 13% slurry, stabilized, (Ferric Hydroxide), Fe(OH)₃",LOOKUP_NEEDED,13% | 99.5%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-12-12,385.87,398.58,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11177,11177,11177
"LEAD (II) OXIDE, 99.999% pure, -200 mesh, (Lead Monoxide), PbO",LOOKUP_NEEDED,99.999%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"Biolase, Inc",1,2023-06-02,382.81,412.5,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,17490,17490,17490
"SURROGATE WASTE FEED, Glass Formers, AN-105 DFHLW, for PNNL",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Battelle Pacific N. W. Labs,1,2024-02-23,380.09,642.24,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",C3028,C3028,C3028
"SODIUM METHYLATE, 98% pure, powder CH₃NaO",LOOKUP_NEEDED,98%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Pennakem,1,2025-04-30,369.93,500.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11483,11483,11483
C3064,LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2024-05-07,365.97,392.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3064,C3064,C3064
"SODIUM HYDROXIDE, 25% SOLUTION, Reagent, (Caustic  Soda), NaOH",LOOKUP_NEEDED,25% | Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,PGM of Texas LLC,1,2024-01-26,364.67,1008.0,4,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",11460,11460,11460
"POTASSIUM PERCHLORATE, per METSS Corp, MIL-P-217A, Grade B, KClO₄",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2025-07-29,355.82,357.14,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3128,C3128,C3128
"POTASSIUM CHLORATE, per METSS Corp, MIL-DTL-150E, Grade A, KClO₃",LOOKUP_NEEDED,Unknown,MIL-Spec,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2025-08-20,355.14,357.15,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3127,C3127,C3127
"POTASSIUM SULFATE, per METSS Corp, MIL-P-193B, (Sulfuric Acid, Dipotassium Salt), K₂SO₄",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2025-07-21,354.43,357.14,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3123,C3123,C3123
"CALCIUM HYDROXIDE, 99% pure, ACS Reagent, -200 mesh, (Slaked Lime), Ca(OH)₂",LOOKUP_NEEDED,99% | ACS Reagent | Reagent,ACS Reagent | Reagent,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2023-07-18,350.24,437.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,90520,90520,90520
"BISMUTH SUBNITRATE, Reagent, USP, powder, (Bismuth Hydroxide Nitrate Oxide), Bi₅O(OH)₉(NO₃)₄",LOOKUP_NEEDED,Reagent | USP,Reagent | USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,PCCA,1,2023-09-18,348.56,1070.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,18476,18476,18476
"ZIRCONIUM METAL, POWDER, 99.8% pure, +50 mesh, Zr",LOOKUP_NEEDED,99.8%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Universidad Tecnica Federico,1,2024-02-14,342.54,540.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11506,11506,11506
"IRON (III) NITRATE, NONAHYDRATE, ACS Reagent, crystal, (Ferric Nitrate, Nonahydrate), Fe(NO₃)₃.9H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Reagents Holdings LLC | Chasm Advanced Materials, Inc",2,2024-10-08,338.28,808.92,3,2,468.66,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024",11215,11215,11215
"CHROMIUM (III) CHLORIDE, HEXAHYDRATE, Reagent, crystal, (Chromic Chloride, Hexahydrate), CrCl₃.6H₂O",LOOKUP_NEEDED,Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,SCP Science,1,2023-05-03,326.05,566.7,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11687,11687,11687
"AMMONIUM BICARBONATE, Reagent, powder, (Ammonium Hydrogen Carbonate), NH₄HCO₃",LOOKUP_NEEDED,Reagent,Reagent,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,PIDC,1,2024-08-29,303.92,1002.46,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,13013,13013,13013
"Magnesium Oxide, 98% Pure, -100 Mesh, Special for MakrMed",LOOKUP_NEEDED,98%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,MakrMed,1,2025-09-09,302.86,325.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3143,C3143,C3143
"MANGANESE (II) ACETATE, TETRAHYDRATE, 99.9% pure, -10 mesh, Mn(OOCCH₃)₂.4H₂O",LOOKUP_NEEDED,99.9%,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,PIDC,1,2023-10-24,294.8,591.79,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,17141,17141,17141
"SODIUM METABISULFITE, 99.9% pure, Reagent, -100 mesh, (Sodium Pyrosulfite), Na₂S₂O₅",LOOKUP_NEEDED,99.9% | Reagent,Reagent,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,"WET International, Inc",1,2025-12-02,291.93,1411.5,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2024, Invoice 2025",14389,14389,14389
"HYDROXYLAMINE HYDROCHLORIDE, ACS Reagent, crystalline, (Oxammonium Hydrochloride), NH₂OH.HCl",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Analytichem Canada Inc.,1,2024-06-06,284.5,1372.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11136,11136,11136
"HAFNIUM (IV) OXIDE, 99% pure, -325 mesh, (HafniumDioxide; Hafnia), HfO₂",LOOKUP_NEEDED,99%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2023-07-18,284.0,426.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,18703,18703,18703
"TITANIUM SILICIDE (5:3 atomic), 99.5% pure, -325 mesh,  Ti₅Si₃",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2024-06-18,282.67,1086.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,13925,13925,13925
"SURROGATE WASTE FEED, Glass Formers, AP-107 DFHLW, for PNNL",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Battelle Pacific N. W. Labs,1,2024-02-23,280.96,564.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",C3030,C3030,C3030
"CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS, FCC, powder, (Dicalcium Phosphate), CaHPO₄",LOOKUP_NEEDED,FCC,Anhydrous | FCC,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Coastal Contract Packaging, Inc.",1,2025-06-03,279.61,719.8,1,1,720.98,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11492,11492,11492
"INDIUM (III) HYDROXIDE, 99.995% pure, -50 mesh,  In(OH)₃",LOOKUP_NEEDED,99.995%,None observed,energy,Energy & Nuclear,,PROVISIONAL: Energy & Nuclear,AEsir Technologies,1,2025-07-11,273.74,1142.44,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,12000,12000,12000
"YTTERBIUM OXIDE, 99.9% pure, -325 mesh,  Yb₂O₃",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Ben-Gurion University,1,2023-06-30,269.0,269.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,12961,12961,12961
"SILICON, ELEMENTAL, POWDER, 99.5% pure, 95% <10 microns,  Si",LOOKUP_NEEDED,99.5%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,SpaceX,1,2025-10-14,257.5,257.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,90601,90601,90601
"STRONTIUM HYDROXIDE, OCTAHYDRATE, 99% pure, -6 mesh,  (Strontium Hydrate, Octahydrate), Sr(OH)₂.8H₂O",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2025-11-20,252.33,279.0,1,1,279.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",13739,13739,13739
"SODIUM CARBONATE, MONOHYDRATE, ACS Reagent, crystal,  Na₂CO₃.H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Friendship Oxygen Limited,1,2025-05-06,251.77,371.25,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,90241,90241,90241
"COPPER METAL, POWDER, 99.2% pure, -325 mesh, water atomized, Cu",LOOKUP_NEEDED,99.2%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Parker Hannifin,1,2025-04-30,250.0,250.0,1,1,250.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",15279,15279,15279
"ANTIMONY (III) OXIDE, 99.9% pure, powder (Antimony Trioxide), Sb₂O₃",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Nan Ya Plastics,1,2025-10-08,250.0,250.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11906,11906,11906
"CALCIUM NITRATE, TETRAHYDRATE, 65% SOLUTION, Reagent,  Ca(NO₃)₂.4H₂O",LOOKUP_NEEDED,65% | Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,BioAg,1,2025-02-18,250.0,250.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,90412,90412,90412
"PHOSPHATE BUFFER, solution, for StatLab",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,StatLab,1,2025-02-28,249.94,250.0,1,1,250.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",C3098,C3098,C3098
"ZINC CHLORIDE, USP, 62.5% solution, ZnCl₂",LOOKUP_NEEDED,62.5% | USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,Tetra Technologies,1,2023-09-21,248.0,250.0,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11191,11191,11191
"CESIUM NITRATE, 99.99% pure, -6 mesh, CsNO₃",LOOKUP_NEEDED,99.99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Testbourne Ltd,1,2025-07-16,245.0,920.0,1,1,920.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",90953,90953,90953
"COPPER METAL, POWDER, 99.9% pure, -325 mesh, Cu",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Lone Star Grease & Lubricants LLC,1,2025-10-03,244.32,250.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,90605,90605,90605
"PHOSPHORIC ACID, 85%, ACS Reagent, liquid, (Orthophosphoric Acid; Phosphoric (V) Acid), H₃PO₄",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Aggressive Hyraulics | 0014277,2,2024-09-26,240.48,1379.04,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90181,90181,90181
"COPPER METAL, POWDER, 99.9% pure, -100 mesh,  Cu",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Lone Star Grease & Lubricants LLC,1,2025-10-03,240.43,250.0,1,1,510.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",90627,90627,90627
"TITANIUM (IV) OXIDE, ANATASE & RUTILE, 99.5% pure, -325 mesh, (Titanium Dioxide), TiO₂",LOOKUP_NEEDED,99.5%,None observed,aerospace-defense,Aerospace & Defense,Consumer & Industrial,PROVISIONAL: Aerospace & Defense; Consumer & Industrial,SpaceX | Cosmocel S.A.,2,2024-08-07,236.92,370.4,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",14632,14632,14632
"SODIUM CARBONATE, ANHYDROUS, 99.99% pure, -50 mesh,  Na₂CO₃",LOOKUP_NEEDED,99.99%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,De Bruyn Spectroscopic,1,2025-03-24,234.17,310.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,15562,15562,15562
"MAGNESIUM SULFATE, HEPTAHYDRATE, ACS Reagent, crystal, MgSO₄.7H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,advanced-manufacturing,Advanced Manufacturing,Life Sciences & Pharma,PROVISIONAL: Advanced Manufacturing; Life Sciences & Pharma,Google Asia Pacific Pte Ltd | Verily Life Sciences,2,2025-09-26,229.18,504.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2025",17892,17892,17892
11289,LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-07-02,224.98,1098.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11289,11289,11289
"THALLIUM (I) SULFATE, 99.99% pure, -40 mesh, (Thallous Sulfate) Tl₂SO₄",LOOKUP_NEEDED,99.99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2025-04-02,219.96,220.0,1,1,220.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11375,11375,11375
"MULLITE, -325 mesh",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"0015008 | Championship, LLC",2,2024-12-03,212.46,315.7,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C2822,C2822,C2822
"AMMONIUM ACETATE, ACS Reagent, crystal,  NH₄OOCCH₃",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,advanced-manufacturing,Advanced Manufacturing,Life Sciences & Pharma,PROVISIONAL: Advanced Manufacturing; Life Sciences & Pharma,GE Chaplin | HACH Company,2,2025-04-16,212.12,410.0,2,2,725.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",17947,17947,17947
"CHROMIUM (III) OXIDE, ANHYDROUS, 99% pure, -325 mesh, Green, (Chromium Sesquioxide, Anhydrous; Chromic Oxide, Anhydrous), Cr₂O₃",LOOKUP_NEEDED,99%,Anhydrous,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Spectrum Chemical Mfg. Corp,1,2024-03-04,202.22,1053.4,1,1,1053.4,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",12094,12094,12094
Potassium Chloride/Mercury Acetate Solution10% Cl/ 0.011% Hg,LOOKUP_NEEDED,0.011% | 10%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-07-09,199.52,250.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3106,C3106,C3106
"POTASSIUM CARBONATE, ANHYDROUS, ACS Reagent, granular,  K₂CO₃",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Anhydrous | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,AMPAC Fine Chemicals,1,2024-06-28,197.01,200.01,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11489,11489,11489
"TERBIUM (III) ACETATE HYDRATE, 99.99% pure, powder, Tb(OOCCH₃)₃.xH₂O",LOOKUP_NEEDED,99.99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Alfa Aesar / Thermo Fisher,1,2024-02-06,194.97,844.87,1,1,2450.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",15237,15237,15237
"CADMIUM BROMIDE, TETRAHYDRATE, 99.5% pure, -80 mesh,  CdBr₂.4H₂O",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2024-10-03,194.7,596.0,2,1,298.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",17126,17126,17126
"VANADIUM OXYSULFATE, HYDRATE, Ortho-Clinical Diagnostics #R1018, Rev 6, VOSO₄.xH₂O",LOOKUP_NEEDED,Unknown,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Ortho Clinical Diagnostics,1,2024-06-04,193.14,260.0,2,1,260.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",C2297,C2297,C2297
"MANGANESE METAL, FLAKES, 99.9% pure, 50 mm and smaller,  Mn",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Spectrum Chemical Mfg. Corp | Universidad Tecnica Federico,2,2024-02-14,188.07,288.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",90790,90790,90790
"TUNGSTEN (VI) OXIDE, 99.9% pure, 1-4 mm, WO3",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"USA Analytical Technologies, Inc.",1,2025-04-24,185.0,485.0,1,1,875.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",15315,15315,15315
"CADMIUM NITRATE, TETRAHYDRATE, Chemically Pure, crystal, Cd(NO₃)₂.4H₂O",LOOKUP_NEEDED,Unknown,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Thermo Fisher Scientific | ESS,2,2025-03-06,179.58,338.32,3,2,3308.32,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024, Invoice 2025",12917,12917,12917
"YTTRIUM OXIDE, 99.999% pure, < 6 microns average, Y₂O₃",LOOKUP_NEEDED,99.999%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,SpaceX,1,2025-01-02,175.0,325.0,1,1,575.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11203,11203,11203
"SODIUM SULFATE, DECAHYDRATE, ACS Reagent, crystal, Na{2}SO{4}.10H{2}O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"GFS Chemicals, Inc.",1,2024-10-29,166.26,513.0,2,1,8576.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11448,11448,11448
"ZIRCONIUM OXIDE, 99.9% pure, <  1 micron average, (Zirconium Dioxide, Zirconia),  ZrO₂",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Government Scientific,1,2023-10-04,165.35,745.35,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11763,11763,11763
"CERIUM (IV) AMMONIUM SULFATE, DIHYDRATE, 99.5% pure, ACS Reagent, -50 mesh, (Ceric Ammonium Sulfate, Dihydrate), Ce(NH₄)₄(SO₄)₄.2H₂O",LOOKUP_NEEDED,99.5% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,METSS Corporation,1,2024-08-22,164.47,170.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90235,90235,90235
"LITHIUM MANGANATE, 99.5% pure, -325 mesh, (Lithium Manganese Oxide), LiMn₂O₄",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2025-03-13,162.0,510.0,1,1,510.3,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",13284,13284,13284
"ZINC SULFATE, HEPTAHYDRATE, ACS Reagent, granular,  ZnSO₄.7H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,California Academy of Sciences,1,2023-08-30,160.15,286.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,16013,16013,16013
"MAGNESIUM SULFATE, HEPTAHYDRATE, USP, crystal, MgSO₄.7H₂O",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Unique Corals, Inc.",1,2024-02-26,160.0,960.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,17926,17926,17926
"CHROMIUM (III) OXIDE, ANHYDROUS, 99.9% pure, 3-6 mm, Cr2O3",LOOKUP_NEEDED,99.9%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,"USA Analytical Technologies, Inc.",1,2025-04-24,160.0,390.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,12193,12193,12193
"COPPER (II) OXIDE, ACS Reagent, -200 mesh, black,(Cupric Oxide), CuO",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"PiezoTech, LLC",1,2024-01-17,157.52,296.26,1,1,2546.26,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",17060,17060,17060
"ZINC METAL, POWDER, 99.5% pure, -325 mesh, Zn",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,HACH Company,1,2025-05-08,156.18,194.95,2,2,4093.95,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",11677,11677,11677
"CESIUM CHLORIDE, 99.9% pure, -6 mesh,  CsCl",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2023-06-06,151.81,200.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,17412,17412,17412
"SURROGATE WASTE FEED, Glass Formers, AN-106 DFHLW, for PNNL",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Battelle Pacific N. W. Labs,1,2024-02-23,151.07,151.07,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3035,C3035,C3035
"STRONTIUM NITRATE, 99% pure, +35 mesh,  Sr(NO₃)₂",LOOKUP_NEEDED,99%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Mecano Tech, Inc.",1,2025-12-10,150.48,1495.68,1,1,1495.68,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",16888,16888,16888
"LITHIUM ORTHOSILICATE, 99.9% pure, -100 mesh, Li₄SiO₄",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Rensselaer Polytechnic Institute,1,2025-01-14,150.09,276.47,1,1,1305.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",14540,14540,14540
"COBALT (II) CARBONATE, ANHYDROUS, 99.5% pure, -325 mesh,  CoCO₃",LOOKUP_NEEDED,99.5%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,SCP Science,1,2023-05-03,145.81,747.9,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,14852,14852,14852
"CALCIUM CHLORIDE, DIHYDRATE, USP, flake, CaCl₂.2H₂O",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Unique Corals, Inc.",1,2024-02-26,140.0,840.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,17816,17816,17816
"MAGNESIUM CHLORIDE, HEXAHYDRATE, USP, powder, (Magnesium Dichloride, Hexahydrate), MgCl₂.6H₂O",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Unique Corals, Inc.",1,2024-02-26,140.0,840.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,13735,13735,13735
